ID,Issue_ID,Name,Description,Direction,Target_Issue_ID
4767,16894,Reference,is related to,INBOUND,17509
4768,16895,Duplicate,is duplicated by,INBOUND,18667
4769,16899,Reference,is related to,INBOUND,20636
4770,16901,Duplicate,is duplicated by,INBOUND,21473
4771,16901,Incorporates,is part of,INBOUND,16905
4772,16901,Reference,relates to,OUTBOUND,21237
4773,16901,Reference,is related to,INBOUND,21473
4774,16901,dependent,is depended upon by,INBOUND,16966
4775,16903,Duplicate,duplicates,OUTBOUND,17550
4776,16905,Blocker,blocks,OUTBOUND,16966
4777,16905,Incorporates,incorporates,OUTBOUND,16901
4778,16910,Duplicate,duplicates,OUTBOUND,16970
4779,16911,Reference,is related to,INBOUND,17305
4780,16916,Reference,relates to,OUTBOUND,16883
4781,16917,Reference,is related to,INBOUND,22448
4782,16920,Blocker,blocks,OUTBOUND,17178
4783,16920,Blocker,blocks,OUTBOUND,17099
4784,16921,Blocker,is blocked by,INBOUND,16738
4785,16924,Duplicate,duplicates,OUTBOUND,18670
4786,16925,Reference,is related to,INBOUND,16804
4787,16926,Reference,is related to,INBOUND,16998
4788,16927,Duplicate,is duplicated by,INBOUND,17510
4789,16927,Duplicate,is duplicated by,INBOUND,16410
4790,16927,Incorporates,incorporates,OUTBOUND,16125
4791,16927,Reference,is related to,INBOUND,17510
4792,16928,Blocker,is blocked by,INBOUND,16585
4793,16929,Blocker,is blocked by,INBOUND,16605
4794,16931,Blocker,is blocked by,INBOUND,17367
4795,16932,Incorporates,is part of,INBOUND,17815
4796,16939,Reference,relates to,OUTBOUND,16977
4797,16940,Blocker,is blocked by,INBOUND,16585
4798,16943,Reference,is related to,INBOUND,17107
4799,16947,Duplicate,duplicates,OUTBOUND,17509
4800,16948,Blocker,blocks,OUTBOUND,18717
4801,16948,Reference,is related to,INBOUND,16283
4802,16952,Duplicate,duplicates,OUTBOUND,17088
4803,16952,Required,requires,OUTBOUND,17088
4804,16953,Reference,relates to,OUTBOUND,16838
4805,16956,Reference,relates to,OUTBOUND,16981
4806,16959,Duplicate,duplicates,OUTBOUND,17582
4807,16959,Reference,is related to,INBOUND,17023
4808,16959,Reference,is related to,INBOUND,16981
4809,16963,Reference,relates to,OUTBOUND,17697
4810,16966,Blocker,is blocked by,INBOUND,16905
4811,16966,dependent,depends upon,OUTBOUND,16901
4812,16970,Blocker,is blocked by,INBOUND,16187
4813,16970,Duplicate,is duplicated by,INBOUND,16910
4814,16970,Regression,is broken by,INBOUND,17088
4815,16970,Regression,is broken by,INBOUND,20851
4816,16973,Incorporates,incorporates,OUTBOUND,17322
4817,16975,Reference,is related to,INBOUND,16221
4818,16977,Reference,is related to,INBOUND,16939
4819,16981,Reference,relates to,OUTBOUND,16959
4820,16981,Reference,is related to,INBOUND,16956
4821,16982,Reference,is related to,INBOUND,18776
4822,16986,Blocker,is blocked by,INBOUND,18987
4823,16987,Reference,is related to,INBOUND,16988
4824,16987,dependent,depends upon,OUTBOUND,17766
4825,16988,Reference,relates to,OUTBOUND,16987
4826,16988,Reference,is related to,INBOUND,17094
4827,16988,Reference,is related to,INBOUND,18987
4828,16998,Reference,relates to,OUTBOUND,16926
4829,16998,Reference,is related to,INBOUND,17193
4830,17008,Blocker,blocks,OUTBOUND,17155
4831,17009,Blocker,blocks,OUTBOUND,17155
4832,17010,Reference,is related to,INBOUND,17054
4833,17010,Reference,is related to,INBOUND,17057
4834,17011,Reference,is related to,INBOUND,15901
4835,17013,Blocker,is blocked by,INBOUND,17441
4836,17013,dependent,is depended upon by,INBOUND,15969
4837,17015,Duplicate,duplicates,OUTBOUND,17029
4838,17018,Duplicate,duplicates,OUTBOUND,20776
4839,17018,Reference,relates to,OUTBOUND,20826
4840,17019,Reference,is related to,INBOUND,17865
4841,17022,Reference,relates to,OUTBOUND,16889
4842,17023,Reference,relates to,OUTBOUND,16959
4843,17026,Duplicate,is duplicated by,INBOUND,15853
4844,17026,Reference,relates to,OUTBOUND,16586
4845,17026,Reference,is related to,INBOUND,16760
4846,17026,Reference,is related to,INBOUND,19077
4847,17027,Blocker,is blocked by,INBOUND,17088
4848,17029,Duplicate,is duplicated by,INBOUND,17015
4849,17030,Completes,is fixed by,INBOUND,14623
4850,17030,Reference,relates to,OUTBOUND,20099
4851,17030,Reference,is related to,INBOUND,17103
4852,17035,Blocker,blocks,OUTBOUND,17246
4853,17042,Reference,is related to,INBOUND,17924
4854,17051,Blocker,blocks,OUTBOUND,17512
4855,17053,Supercedes,is superceded by,INBOUND,22906
4856,17054,Reference,relates to,OUTBOUND,17010
4857,17054,Reference,relates to,OUTBOUND,17057
4858,17056,Blocker,is blocked by,INBOUND,21672
4859,17056,Reference,is related to,INBOUND,17058
4860,17057,Reference,relates to,OUTBOUND,17010
4861,17057,Reference,is related to,INBOUND,17054
4862,17058,Reference,relates to,OUTBOUND,17056
4863,17064,Duplicate,duplicates,OUTBOUND,18110
4864,17065,Reference,relates to,OUTBOUND,18784
4865,17065,Reference,relates to,OUTBOUND,18726
4866,17065,Reference,relates to,OUTBOUND,17932
4867,17065,Reference,is related to,INBOUND,17129
4868,17069,Duplicate,duplicates,OUTBOUND,17070
4869,17070,Duplicate,is duplicated by,INBOUND,17069
4870,17078,dependent,depends upon,OUTBOUND,17281
4871,17079,Reference,relates to,OUTBOUND,20350
4872,17080,Duplicate,duplicates,OUTBOUND,17169
4873,17083,Reference,is related to,INBOUND,17707
4874,17088,Blocker,blocks,OUTBOUND,17027
4875,17088,Duplicate,is duplicated by,INBOUND,16952
4876,17088,Regression,breaks,OUTBOUND,16970
4877,17088,Required,is required by,INBOUND,16952
4878,17089,Reference,relates to,OUTBOUND,14778
4879,17090,Blocker,blocks,OUTBOUND,17092
4880,17090,Blocker,is blocked by,INBOUND,22628
4881,17090,Blocker,is blocked by,INBOUND,18291
4882,17090,Blocker,is blocked by,INBOUND,17095
4883,17090,Reference,is related to,INBOUND,17093
4884,17091,Reference,relates to,OUTBOUND,17548
4885,17091,Reference,is related to,INBOUND,17169
4886,17092,Blocker,is blocked by,INBOUND,22628
4887,17092,Blocker,is blocked by,INBOUND,18291
4888,17092,Blocker,is blocked by,INBOUND,17095
4889,17092,Blocker,is blocked by,INBOUND,17090
4890,17092,Reference,is related to,INBOUND,17093
4891,17093,Reference,relates to,OUTBOUND,17092
4892,17093,Reference,relates to,OUTBOUND,17090
4893,17093,Reference,is related to,INBOUND,22628
4894,17093,Reference,is related to,INBOUND,18291
4895,17093,Reference,is related to,INBOUND,17095
4896,17094,Child-Issue,is a parent of,OUTBOUND,18291
4897,17094,Reference,relates to,OUTBOUND,16988
4898,17095,Blocker,blocks,OUTBOUND,17092
4899,17095,Blocker,blocks,OUTBOUND,17090
4900,17095,Reference,relates to,OUTBOUND,17093
4901,17099,Blocker,is blocked by,INBOUND,17367
4902,17099,Blocker,is blocked by,INBOUND,16920
4903,17099,Reference,is related to,INBOUND,16638
4904,17100,Reference,relates to,OUTBOUND,19324
4905,17100,Reference,relates to,OUTBOUND,17611
4906,17100,Reference,relates to,OUTBOUND,17101
4907,17100,Reference,relates to,OUTBOUND,19295
4908,17100,Reference,is related to,INBOUND,17129
4909,17101,Cloners,is a clone of,OUTBOUND,17105
4910,17101,Reference,is related to,INBOUND,17100
4911,17101,Reference,is related to,INBOUND,19295
4912,17103,Reference,relates to,OUTBOUND,17030
4913,17103,Reference,is related to,INBOUND,18071
4914,17103,Reference,is related to,INBOUND,20099
4915,17105,Cloners,is cloned by,INBOUND,17101
4916,17105,Reference,relates to,OUTBOUND,16303
4917,17105,Reference,relates to,OUTBOUND,24104
4918,17105,Reference,relates to,OUTBOUND,15418
4919,17105,Reference,is related to,INBOUND,14950
4920,17105,Reference,is related to,INBOUND,19295
4921,17107,Reference,relates to,OUTBOUND,16943
4922,17108,Duplicate,is duplicated by,INBOUND,16638
4923,17111,Blocker,is blocked by,INBOUND,16267
4924,17111,Reference,relates to,OUTBOUND,15833
4925,17111,Reference,is related to,INBOUND,15895
4926,17115,Reference,relates to,OUTBOUND,14966
4927,17115,Reference,is related to,INBOUND,16267
4928,17116,Duplicate,is duplicated by,INBOUND,16267
4929,17117,Reference,is related to,INBOUND,17154
4930,17118,Reference,is related to,INBOUND,15984
4931,17126,Reference,is related to,INBOUND,17370
4932,17126,Reference,is related to,INBOUND,17250
4933,17127,Blocker,is blocked by,INBOUND,17129
4934,17129,Blocker,blocks,OUTBOUND,17127
4935,17129,Reference,relates to,OUTBOUND,17100
4936,17129,Reference,relates to,OUTBOUND,17065
4937,17131,Reference,is related to,INBOUND,17297
4938,17132,Supercedes,is superceded by,INBOUND,16266
4939,17137,dependent,depends upon,OUTBOUND,17138
4940,17138,dependent,is depended upon by,INBOUND,17137
4941,17143,Duplicate,is duplicated by,INBOUND,14884
4942,17143,Duplicate,is duplicated by,INBOUND,14814
4943,17143,Reference,relates to,OUTBOUND,14884
4944,17145,Reference,relates to,OUTBOUND,16887
4945,17145,Reference,is related to,INBOUND,19892
4946,17146,Reference,relates to,OUTBOUND,17360
4947,17154,Reference,relates to,OUTBOUND,17117
4948,17155,Blocker,is blocked by,INBOUND,17009
4949,17155,Blocker,is blocked by,INBOUND,17008
4950,17156,Reference,relates to,OUTBOUND,16801
4951,17156,Reference,is related to,INBOUND,16770
4952,17159,Duplicate,duplicates,OUTBOUND,19916
4953,17160,Reference,is related to,INBOUND,19858
4954,17163,Duplicate,is duplicated by,INBOUND,17587
4955,17163,Duplicate,is duplicated by,INBOUND,16664
4956,17163,Incorporates,incorporates,OUTBOUND,16180
4957,17163,Reference,relates to,OUTBOUND,16664
4958,17163,Reference,is related to,INBOUND,17587
4959,17163,Regression,breaks,OUTBOUND,16278
4960,17169,Duplicate,is duplicated by,INBOUND,17229
4961,17169,Duplicate,is duplicated by,INBOUND,17080
4962,17169,Reference,relates to,OUTBOUND,15722
4963,17169,Reference,relates to,OUTBOUND,17091
4964,17169,Reference,is related to,INBOUND,16035
4965,17170,Reference,relates to,OUTBOUND,18482
4966,17171,Reference,relates to,OUTBOUND,17947
4967,17171,Reference,relates to,OUTBOUND,17460
4968,17172,Blocker,is blocked by,INBOUND,18316
4969,17173,Reference,relates to,OUTBOUND,17443
4970,17178,Blocker,is blocked by,INBOUND,16920
4971,17178,Blocker,is blocked by,INBOUND,17441
4972,17184,Duplicate,is duplicated by,INBOUND,17448
4973,17186,Reference,is related to,INBOUND,18730
4974,17188,Reference,is related to,INBOUND,17238
4975,17192,Reference,relates to,OUTBOUND,17193
4976,17193,Reference,relates to,OUTBOUND,16998
4977,17193,Reference,is related to,INBOUND,17192
4978,17197,Reference,relates to,OUTBOUND,17554
4979,17200,Duplicate,is duplicated by,INBOUND,16853
4980,17200,Reference,is related to,INBOUND,16842
4981,17201,Duplicate,duplicates,OUTBOUND,22670
4982,17203,Reference,relates to,OUTBOUND,16372
4983,17210,Reference,relates to,OUTBOUND,18844
4984,17217,Reference,is related to,INBOUND,17268
4985,17219,Reference,is related to,INBOUND,22812
4986,17222,Container,Is contained by,INBOUND,17223
4987,17223,Container,contains,OUTBOUND,17222
4988,17226,Duplicate,is duplicated by,INBOUND,18587
4989,17229,Duplicate,duplicates,OUTBOUND,17169
4990,17235,Duplicate,is duplicated by,INBOUND,15244
4991,17237,Reference,is related to,INBOUND,16874
4992,17238,Reference,relates to,OUTBOUND,17188
4993,17240,dependent,depends upon,OUTBOUND,17641
4994,17243,Reference,relates to,OUTBOUND,19288
4995,17243,Reference,is related to,INBOUND,16152
4996,17244,Reference,relates to,OUTBOUND,15414
4997,17245,Reference,is related to,INBOUND,17765
4998,17245,Reference,is related to,INBOUND,17297
4999,17245,Reference,is related to,INBOUND,17268
5000,17246,Blocker,is blocked by,INBOUND,17035
5001,17246,Reference,relates to,OUTBOUND,17925
5002,17248,Reference,relates to,OUTBOUND,17377
5003,17250,Reference,relates to,OUTBOUND,17370
5004,17250,Reference,relates to,OUTBOUND,17251
5005,17250,Reference,relates to,OUTBOUND,17126
5006,17251,Reference,is related to,INBOUND,17250
5007,17254,Blocked,Blocked,OUTBOUND,22424
5008,17257,Reference,is related to,INBOUND,18301
5009,17260,Reference,relates to,OUTBOUND,21073
5010,17262,Blocker,is blocked by,INBOUND,17298
5011,17265,Reference,is related to,INBOUND,17693
5012,17267,Reference,is related to,INBOUND,17519
5013,17268,Reference,relates to,OUTBOUND,17245
5014,17268,Reference,relates to,OUTBOUND,17217
5015,17268,Reference,is related to,INBOUND,17765
5016,17268,Reference,is related to,INBOUND,17297
5017,17268,Reference,is related to,INBOUND,17306
5018,17271,Reference,relates to,OUTBOUND,16044
5019,17272,Reference,relates to,OUTBOUND,16084
5020,17274,Reference,is related to,INBOUND,17591
5021,17278,Blocker,blocks,OUTBOUND,17372
5022,17279,Reference,is related to,INBOUND,18291
5023,17280,Reference,is related to,INBOUND,22659
5024,17280,Reference,is related to,INBOUND,17693
5025,17281,dependent,is depended upon by,INBOUND,17078
5026,17287,Duplicate,duplicates,OUTBOUND,17472
5027,17287,Reference,relates to,OUTBOUND,17472
5028,17291,Reference,relates to,OUTBOUND,17304
5029,17291,Regression,is broken by,INBOUND,17304
5030,17296,Supercedes,supercedes,OUTBOUND,18229
5031,17297,Reference,relates to,OUTBOUND,17245
5032,17297,Reference,relates to,OUTBOUND,17131
5033,17297,Reference,relates to,OUTBOUND,17268
5034,17298,Blocker,blocks,OUTBOUND,17262
5035,17298,Reference,relates to,OUTBOUND,18816
5036,17299,Reference,is related to,INBOUND,17980
5037,17299,Reference,is related to,INBOUND,16362
5038,17304,Reference,is related to,INBOUND,17291
5039,17304,Regression,breaks,OUTBOUND,17291
5040,17305,Blocker,is blocked by,INBOUND,17476
5041,17305,Reference,relates to,OUTBOUND,16911
5042,17305,Reference,is related to,INBOUND,19669
5043,17305,Reference,is related to,INBOUND,18127
5044,17306,Reference,relates to,OUTBOUND,17268
5045,17311,Blocker,is blocked by,INBOUND,18548
5046,17311,Duplicate,duplicates,OUTBOUND,16371
5047,17311,Duplicate,duplicates,OUTBOUND,17958
5048,17311,Duplicate,duplicates,OUTBOUND,18548
5049,17311,Duplicate,duplicates,OUTBOUND,16172
5050,17312,Blocker,blocks,OUTBOUND,16303
5051,17312,Blocker,is blocked by,INBOUND,17548
5052,17313,Reference,is related to,INBOUND,18668
5053,17314,Reference,is related to,INBOUND,17885
5054,17316,Reference,is related to,INBOUND,17317
5055,17316,Reference,is related to,INBOUND,18749
5056,17317,Reference,relates to,OUTBOUND,17316
5057,17318,Blocked,Blocked,INBOUND,18316
5058,17322,Incorporates,is part of,INBOUND,16973
5059,17324,Reference,is related to,INBOUND,17325
5060,17325,Reference,relates to,OUTBOUND,17324
5061,17328,Duplicate,is duplicated by,INBOUND,24430
5062,17330,Blocker,is blocked by,INBOUND,17656
5063,17330,Blocker,is blocked by,INBOUND,17654
5064,17337,Blocked,Blocked,INBOUND,17858
5065,17337,Reference,relates to,OUTBOUND,17858
5066,17344,Reference,relates to,OUTBOUND,18213
5067,17348,Reference,is related to,INBOUND,19571
5068,17351,Reference,relates to,OUTBOUND,17652
5069,17352,Duplicate,duplicates,OUTBOUND,23169
5070,17352,Reference,relates to,OUTBOUND,17468
5071,17352,Reference,is related to,INBOUND,18607
5072,17352,Reference,is related to,INBOUND,17840
5073,17352,Reference,is related to,INBOUND,17514
5074,17355,dependent,depends upon,OUTBOUND,17357
5075,17357,dependent,is depended upon by,INBOUND,17355
5076,17359,Reference,is related to,INBOUND,18986
5077,17360,Reference,is related to,INBOUND,17146
5078,17362,Duplicate,duplicates,OUTBOUND,17369
5079,17367,Blocker,blocks,OUTBOUND,16931
5080,17367,Blocker,blocks,OUTBOUND,17099
5081,17367,Duplicate,is duplicated by,INBOUND,22297
5082,17367,Reference,is related to,INBOUND,17434
5083,17367,Reference,is related to,INBOUND,17380
5084,17369,Duplicate,is duplicated by,INBOUND,17362
5085,17370,Reference,relates to,OUTBOUND,17126
5086,17370,Reference,is related to,INBOUND,17406
5087,17370,Reference,is related to,INBOUND,17405
5088,17370,Reference,is related to,INBOUND,17250
5089,17372,Blocker,is blocked by,INBOUND,17278
5090,17372,Reference,is related to,INBOUND,17527
5091,17373,Blocker,is blocked by,INBOUND,18316
5092,17375,Duplicate,is duplicated by,INBOUND,17707
5093,17376,Reference,is related to,INBOUND,17673
5094,17377,Reference,relates to,OUTBOUND,16440
5095,17377,Reference,is related to,INBOUND,17248
5096,17377,Reference,is related to,INBOUND,16256
5097,17380,Reference,relates to,OUTBOUND,17434
5098,17380,Reference,relates to,OUTBOUND,17367
5099,17380,Reference,is related to,INBOUND,15143
5100,17383,Reference,is related to,INBOUND,19206
5101,17389,Reference,is related to,INBOUND,18339
5102,17392,Blocker,blocks,OUTBOUND,17577
5103,17392,Reference,is related to,INBOUND,18386
5104,17393,Blocker,blocks,OUTBOUND,17577
5105,17393,Reference,is related to,INBOUND,17395
5106,17394,Blocker,blocks,OUTBOUND,17577
5107,17394,Reference,is related to,INBOUND,21082
5108,17395,Reference,relates to,OUTBOUND,17393
5109,17405,Reference,relates to,OUTBOUND,17370
5110,17406,Reference,relates to,OUTBOUND,17370
5111,17407,Duplicate,duplicates,OUTBOUND,17817
5112,17408,Reference,relates to,OUTBOUND,18223
5113,17411,Blocker,is blocked by,INBOUND,14869
5114,17411,Reference,relates to,OUTBOUND,14914
5115,17411,Reference,relates to,OUTBOUND,14931
5116,17411,Reference,relates to,OUTBOUND,14930
5117,17411,Reference,relates to,OUTBOUND,15154
5118,17411,Reference,relates to,OUTBOUND,14884
5119,17411,Reference,is related to,INBOUND,23942
5120,17415,Duplicate,duplicates,OUTBOUND,22117
5121,17418,Duplicate,duplicates,OUTBOUND,19480
5122,17421,Blocker,blocks,OUTBOUND,18386
5123,17424,Reference,is related to,INBOUND,17853
5124,17427,Reference,relates to,OUTBOUND,17428
5125,17428,Reference,is related to,INBOUND,17427
5126,17430,Duplicate,duplicates,OUTBOUND,17433
5127,17432,Reference,is related to,INBOUND,22518
5128,17433,Duplicate,is duplicated by,INBOUND,17430
5129,17434,Blocker,blocks,OUTBOUND,16298
5130,17434,Blocker,blocks,OUTBOUND,18282
5131,17434,Duplicate,is duplicated by,INBOUND,16639
5132,17434,Reference,relates to,OUTBOUND,17367
5133,17434,Reference,relates to,OUTBOUND,21918
5134,17434,Reference,relates to,OUTBOUND,16295
5135,17434,Reference,relates to,OUTBOUND,15687
5136,17434,Reference,is related to,INBOUND,17380
5137,17440,Reference,is related to,INBOUND,22628
5138,17441,Blocker,blocks,OUTBOUND,20442
